CHR	BP	ANNOTATE
chr2	9920117	NA
chr2	9922257	NA
chr2	9922283	NA
chr2	9922669	NA
chr2	9922801	NA
chr2	9922835	NA
chr2	9927503	NA
chr2	9927532	NA
chr2	9930834	NA
chr2	9930993	NA
chr2	9931094	NA
chr2	9931228	NA
chr2	9931238	NA
chr2	9931283	NA
chr2	9931987	NA
chr2	9931988	NA
chr2	9932019	NA
chr2	9937321	NA
chr2	9937678	NA
chr2	9937942	NA
chr2	9937945	NA
chr2	9938039	NA
chr2	9938259	NA
chr2	9938793	NA
chr2	9938881	NA
chr2	9939175	NA
chr2	9939230	NA
chr2	9939311	NA
chr2	9939354	NA
chr2	9939788	NA
chr2	9939891	NA
chr2	9939968	NA
chr2	9940350	NA
chr2	9940390	NA
chr2	9940897	NA
chr2	9941350	NA
chr2	9942269	NA
chr2	9942890	NA
chr2	9945414	NA
chr2	9945799	NA
chr2	9946203	NA
chr2	9946213	NA
chr2	9946281	NA
chr2	9946403	NA
chr2	9947453	NA
chr2	9947628	NA
chr2	9947896	NA
chr2	9948107	NA
chr2	9948193	NA
chr2	9948334	NA
chr2	9948404	NA
chr2	9948424	NA
chr2	9948475	NA
chr2	9948620	NA
chr2	9948650	NA
chr2	9948737	NA
chr2	9948965	NA
chr2	9948973	NA
chr2	9949028	NA
chr2	9949031	NA
chr2	9949091	NA
chr2	9949179	NA
chr2	9949224	NA
chr2	9949383	NA
chr2	9949390	NA
chr2	9949428	NA
chr2	9949464	NA
chr2	9949741	NA
chr2	9949769	NA
chr2	9949846	NA
chr2	9949966	NA
chr2	9950003	NA
chr2	9950040	NA
chr2	9950165	NA
chr2	9950220	NA
chr2	9950362	NA
chr2	9952392	NA
chr2	9952467	NA
chr2	9952468	NA
chr2	9952744	NA
chr2	9953351	NA
chr2	9953473	NA
chr2	9953486	NA
chr2	9953949	NA
chr2	9954190	NA
chr2	9958369	NA
chr2	9958432	NA
chr2	9967116	NA
chr2	9969688	NA
chr2	9970018	NA
chr2	9970310	NA
chr2	9970534	NA
chr2	9970967	NA
chr2	9971366	NA
chr2	9971562	NA
chr2	9971716	NA
chr2	9972004	NA
chr2	9972311	NA
chr2	9972442	NA
chr2	9972694	NA
chr2	9982624	NA
chr2	9983008	NA
chr2	9983213	NA
chr2	9983355	NA
chr2	9983529	NA
chr2	9983530	NA
chr2	9983686	exonic
chr2	9983704	NA
chr2	9983817	NA
chr2	9983853	NA
chr2	9983856	NA
chr2	9983960	NA
chr2	9984316	NA
chr2	9984366	NA
chr2	9984373	NA
chr2	9984415	NA
chr2	9984458	NA
chr2	9984714	NA
chr2	9984760	NA
chr2	9984829	NA
chr2	9984860	NA
chr2	9985001	NA
chr2	9985172	NA
chr2	9985247	NA
chr2	9985341	NA
chr2	9985601	NA
chr2	9985606	NA
chr2	9985627	NA
chr2	9985670	NA
chr2	9985889	NA
chr2	9985894	NA
chr2	9985957	NA
chr2	9986006	NA
chr2	9986054	NA
chr2	9986060	NA
chr2	9986102	NA
chr2	9986162	NA
chr2	9986869	NA
chr2	9987509	NA
chr2	9987525	NA
chr2	9988571	NA
chr2	9988661	NA
chr2	9988666	NA
chr2	9988739	NA
chr2	9988799	NA
chr2	9988813	NA
chr2	9988829	NA
chr2	9988903	NA
chr2	9988987	NA
chr2	9989029	NA
chr2	9989176	NA
chr2	9989442	NA
chr2	9991085	NA
chr2	9991527	NA
chr2	9992283	NA
chr2	9994041	NA
chr2	9994090	NA
chr2	9994288	NA
chr2	9994293	NA
chr2	10007590	NA
chr2	10007731	NA
chr2	10007816	NA
chr2	10007823	NA
chr2	10007844	NA
chr2	10008792	NA
chr2	10017432	NA
chr2	10022408	NA
chr2	10025563	NA
chr2	10025660	NA
chr2	10025676	NA
chr2	10036266	NA
chr2	10036560	NA
chr2	10037652	NA
chr2	10037839	NA
chr2	10044999	exonic
chr2	10045014	exonic
chr2	10045113	exonic
chr2	10045717	NA
chr2	10049382	NA
chr2	10049501	NA
chr2	10050877	exonic
chr2	10050878	exonic
chr2	10050947	exonic
chr2	10050960	exonic
chr2	10053412	intronic
chr2	10053610	NA
chr2	10054967	NA
chr2	10054999	NA
chr2	10059770	exonic
chr2	10059844	exonic
chr2	10074129	NA
chr2	10074384	NA
chr2	10079170	NA
chr2	10079563	NA
chr2	10079684	NA
chr2	10079733	NA
chr2	10079838	NA
chr2	10079852	NA
chr2	10079882	NA
chr2	10079926	NA
chr2	10080455	NA
chr2	10080456	NA
chr2	10080554	NA
chr2	10080760	NA
chr2	10080880	NA
chr2	10080901	NA
chr2	10081155	NA
chr2	10081789	NA
chr2	10082198	NA
chr2	10082427	NA
chr2	10082632	NA
chr2	10090591	NA
chr2	10090646	NA
chr2	10090761	NA
chr2	10090925	NA
chr2	10091038	NA
chr2	10091301	NA
chr2	10091422	NA
chr2	10091472	NA
chr2	10091585	NA
chr2	10091952	NA
chr2	10092019	NA
chr2	10092133	NA
chr2	10092236	NA
chr2	10092373	NA
chr2	10092933	NA
chr2	10093003	NA
chr2	10093537	NA
chr2	10093773	NA
chr2	10093845	NA
chr2	10093908	NA
chr2	10093942	NA
chr2	10093950	NA
chr2	10093985	NA
chr2	10094140	NA
chr2	10094318	NA
chr2	10094329	NA
chr2	10094442	NA
chr2	10094526	NA
chr2	10094765	NA
chr2	10094948	NA
chr2	10094992	NA
chr2	10095020	NA
chr2	10095185	exonic
chr2	10095374	NA
chr2	10095974	NA
chr2	10096358	NA
chr2	10096446	NA
chr2	10098227	NA
chr2	10098483	NA
chr2	10098604	NA
chr2	10098619	NA
chr2	10100305	NA
chr2	10100385	NA
chr2	10101128	NA
chr2	10101468	exonic
chr2	10103414	NA
chr2	10103973	NA
chr2	10104504	NA
chr2	10109004	NA
chr2	10110593	NA
chr2	10110666	NA
chr2	10110847	NA
chr2	10111144	NA
chr2	10111219	NA
chr2	10111405	NA
chr2	10111449	NA
chr2	10111621	NA
chr2	10112699	NA
chr2	10112954	NA
chr2	10113082	NA
chr2	10113270	NA
chr2	10113496	NA
chr2	10113504	NA
chr2	10113826	NA
chr2	10114033	NA
chr2	10114230	NA
chr2	10114354	NA
chr2	10114413	NA
chr2	10114523	NA
chr2	10114619	NA
chr2	10114630	NA
chr2	10114662	NA
chr2	10114677	NA
chr2	10114772	NA
chr2	10114774	NA
chr2	10115026	NA
chr2	10115258	NA
chr2	10115607	NA
chr2	10115749	NA
chr2	10116084	NA
chr2	10116199	NA
chr2	10116566	NA
chr2	10117122	NA
chr2	10121902	NA
chr2	10121956	NA
chr2	10122074	NA
chr2	10123041	NA
chr2	10123100	NA
chr2	10123120	NA
chr2	10123333	NA
chr2	10123376	NA
chr2	10123918	NA
chr2	10123950	NA
chr2	10124459	NA
chr2	10124656	NA
chr2	10126330	exonic
chr2	10132410	NA
chr2	10140981	NA
chr2	10141173	NA
chr2	10141191	NA
chr2	10141728	NA
chr2	10142028	NA
chr2	10142073	NA
chr2	10142302	NA
chr2	10142331	NA
chr2	10145317	NA
chr2	10146963	NA
chr2	10147123	NA
chr2	10147141	NA
chr2	10147201	NA
chr2	10148321	NA
chr2	10148390	NA
chr2	10148512	NA
chr2	10148525	NA
chr2	10148549	NA
chr2	10148704	NA
chr2	10148800	NA
chr2	10149679	NA
chr2	10149719	NA
chr2	10149735	NA
chr2	10149885	NA
chr2	10149890	NA
chr2	10149939	NA
chr2	10149956	NA
chr2	10150141	NA
chr2	10150354	NA
chr2	10150461	NA
chr2	10150764	NA
chr2	10150859	NA
chr2	10150867	NA
chr2	10151013	NA
chr2	10151281	NA
chr2	10152016	NA
chr2	10152844	NA
chr2	10154020	NA
chr2	10154022	NA
chr2	10155174	NA
chr2	10157074	NA
chr2	10159429	NA
chr2	10159511	NA
chr2	10159541	NA
chr2	10159852	NA
chr2	10161933	NA
chr2	10162037	NA
chr2	10162156	NA
chr2	10162475	NA
chr2	10162544	NA
chr2	10162565	NA
chr2	10165230	NA
chr2	10168247	NA
chr2	10168533	NA
chr2	10169540	NA
chr2	10175737	NA
chr2	10176168	NA
chr2	10177158	NA
chr2	10177341	NA
chr2	10177817	NA
chr2	10178236	NA
chr2	10178414	NA
chr2	10178479	NA
chr2	10178651	NA
chr2	10178761	NA
chr2	10179369	NA
chr2	10179657	NA
chr2	10180354	NA
chr2	10180958	NA
chr2	10181354	NA
chr2	10181457	NA
chr2	10182183	NA
chr2	10182283	NA
chr2	10182496	NA
chr2	10182555	NA
chr2	10182613	NA
chr2	10182789	NA
chr2	10182818	NA
chr2	10182854	NA
chr2	10183140	NA
chr2	10183237	NA
chr2	10183385	NA
chr2	10183639	NA
chr2	10183970	NA
chr2	10184195	NA
chr2	10184359	NA
chr2	10184361	NA
chr2	10184408	NA
chr2	10184460	NA
chr2	10184584	NA
chr2	10184684	NA
chr2	10185310	NA
chr2	10185625	NA
chr2	10185793	NA
chr2	10185922	NA
chr2	10186199	NA
chr2	10186419	exonic
chr2	10188649	exonic
chr2	10192828	NA
chr2	10193069	NA
chr2	10193178	NA
chr2	10194192	NA
chr2	10194487	NA
chr2	10196079	NA
chr2	10197034	NA
chr2	10197270	NA
chr2	10197615	NA
chr2	10197736	NA
chr2	10198113	NA
chr2	10198197	NA
chr2	10198262	NA
chr2	10198538	NA
chr2	10199296	NA
chr2	10200315	NA
chr2	10200316	NA
chr2	10201514	NA
chr2	10201829	NA
chr2	10206551	NA
chr2	10212640	NA
chr2	10212692	NA
chr2	10213200	NA
chr2	10213353	NA
chr2	10213379	NA
chr2	10213497	NA
chr2	10214010	NA
chr2	10214103	NA
chr2	10215975	NA
chr2	10215985	NA
chr2	10219276	NA
chr2	10219416	NA
chr2	10219746	NA
chr2	10219755	NA
chr2	10219929	NA
chr2	10220006	NA
chr2	10220091	exonic
chr2	10220218	exonic
chr2	10220247	exonic
chr2	10220661	NA
chr2	10220830	NA
chr2	10221249	NA
chr2	10225132	NA
chr2	10225215	NA
chr2	10227261	NA
chr2	10227368	NA
chr2	10227594	NA
chr2	10227620	NA
chr2	10235099	NA
chr2	10237393	NA
chr2	10237585	NA
chr2	10237864	NA
chr2	10237932	NA
chr2	10243530	NA
chr2	10259840	NA
chr2	10259997	NA
chr2	10260093	NA
chr2	10260519	NA
chr2	10260577	NA
chr2	10261445	NA
chr2	10261486	NA
chr2	10262036	NA
chr2	10262859	exonic
chr2	10262920	exonic
chr2	10264057	NA
chr2	10264709	NA
chr2	10265026	NA
chr2	10265144	NA
chr2	10268798	NA
chr2	10268999	exonic
chr2	10270094	NA
chr2	10270819	NA
chr2	10271196	NA
chr2	10275746	NA
chr2	10275814	NA
chr2	10276223	NA
chr2	10277552	NA
chr2	10281172	NA
chr2	10281514	NA
chr2	10282147	NA
chr2	10282533	NA
chr2	10286826	NA
chr2	10297610	NA
chr2	10298963	NA
chr2	10299074	NA
chr2	10299093	NA
chr2	10299103	NA
chr2	10299174	NA
chr2	10299314	NA
chr2	10299447	NA
chr2	10300390	NA
chr2	10300691	NA
chr2	10301567	NA
chr2	10301617	NA
chr2	10301943	NA
chr2	10302458	NA
chr2	10302610	NA
chr2	10303097	NA
chr2	10303224	NA
chr2	10303549	NA
chr2	10304571	NA
chr2	10305741	NA
chr2	10305778	NA
chr2	10306343	NA
chr2	10306361	NA
chr2	10306420	NA
chr2	10306488	NA
chr2	10306628	NA
chr2	10307074	NA
chr2	10307088	NA
chr2	10307099	NA
chr2	10307211	NA
chr2	10307790	NA
chr2	10309890	NA
chr2	10310688	NA
chr2	10310700	NA
chr2	10313601	NA
chr2	10313616	NA
chr2	10327003	NA
chr2	10327043	NA
chr2	10327156	NA
chr2	10327728	NA
chr2	10328503	NA
chr2	10331723	NA
chr2	10331758	NA
chr2	10331919	NA
chr2	10332057	NA
chr2	10332070	NA
chr2	10332494	NA
chr2	10332503	NA
chr2	10332539	NA
chr2	10332876	NA
chr2	10332884	NA
chr2	10333010	NA
chr2	10333025	NA
chr2	10333656	NA
chr2	10333746	NA
chr2	10333767	NA
chr2	10333866	NA
chr2	10333978	NA
chr2	10334833	NA
chr2	10334867	NA
chr2	10335027	NA
chr2	10335757	NA
chr2	10336498	NA
chr2	10336555	NA
chr2	10336752	NA
chr2	10336946	NA
chr2	10337034	NA
chr2	10337222	NA
chr2	10337485	NA
chr2	10349082	NA
chr2	10350599	exonic
chr2	10354483	NA
chr2	10357745	NA
chr2	10357818	NA
chr2	10358962	NA
chr2	10360689	NA
chr2	10361023	NA
chr2	10361358	NA
chr2	10361359	NA
chr2	10361553	NA
chr2	10363705	NA
chr2	10363743	NA
chr2	10364422	NA
chr2	10364454	NA
chr2	10364500	NA
chr2	10364561	NA
chr2	10367741	NA
chr2	10368533	NA
chr2	10368606	NA
chr2	10368625	NA
chr2	10368676	NA
chr2	10368797	NA
chr2	10368871	NA
chr2	10368963	NA
chr2	10369123	NA
chr2	10369151	NA
chr2	10369191	NA
chr2	10369230	NA
chr2	10369779	NA
chr2	10369804	NA
chr2	10369873	NA
chr2	10369874	NA
chr2	10369875	NA
chr2	10369975	NA
chr2	10370073	NA
chr2	10370115	NA
chr2	10370149	NA
chr2	10370734	NA
chr2	10374015	NA
chr2	10374047	NA
chr2	10374076	NA
chr2	10374098	NA
chr2	10374103	NA
chr2	10374111	NA
chr2	10374112	NA
chr2	10374357	NA
chr2	10374480	NA
chr2	10375027	NA
chr2	10375422	NA
chr2	10375428	NA
chr2	10375526	NA
chr2	10375544	NA
chr2	10375706	NA
chr2	10375733	NA
chr2	10375757	NA
chr2	10375978	NA
chr2	10375985	NA
chr2	10376054	NA
chr2	10376081	NA
chr2	10376529	NA
chr2	10376556	NA
chr2	10376692	NA
chr2	10376784	NA
chr2	10376861	NA
chr2	10376966	NA
chr2	10377014	NA
chr2	10377112	NA
chr2	10377143	NA
chr2	10377187	NA
chr2	10377258	NA
chr2	10377260	NA
chr2	10377261	NA
chr2	10377289	NA
chr2	10377318	NA
chr2	10377325	NA
chr2	10377381	NA
chr2	10377729	NA
chr2	10377797	NA
chr2	10377803	NA
chr2	10377813	NA
chr2	10377834	NA
chr2	10378027	NA
chr2	10378028	NA
chr2	10378082	NA
chr2	10378188	NA
chr2	10378215	NA
chr2	10378227	NA
chr2	10378483	NA
chr2	10378506	NA
chr2	10379264	NA
chr2	10379267	NA
chr2	10380648	NA
chr2	10380851	NA
chr2	10380853	NA
chr2	10380949	NA
chr2	10380950	NA
chr2	10380953	NA
chr2	10380995	NA
chr2	10381152	NA
chr2	10381299	NA
chr2	10381434	NA
chr2	10381717	NA
chr2	10383144	NA
chr2	10383577	NA
chr2	10383603	NA
chr2	10383763	NA
chr2	10383875	NA
chr2	10383887	NA
chr2	10383888	NA
chr2	10384245	NA
chr2	10384289	NA
chr2	10384331	NA
chr2	10384723	NA
chr2	10384744	NA
chr2	10384755	NA
chr2	10385064	NA
chr2	10385070	NA
chr2	10385097	NA
chr2	10385206	NA
chr2	10385815	NA
chr2	10385847	NA
chr2	10394490	NA
chr2	10394558	NA
chr2	10394652	NA
chr2	10394810	NA
chr2	10394908	NA
chr2	10395851	NA
chr2	10395868	NA
chr2	10395944	NA
chr2	10396906	NA
chr2	10398016	NA
chr2	10398222	NA
chr2	10398229	NA
chr2	10398317	NA
chr2	10398865	NA
chr2	10399075	NA
chr2	10400424	NA
chr2	10400432	NA
chr2	10400557	NA
chr2	10405196	NA
chr2	10405697	NA
chr2	10405943	NA
chr2	10405996	NA
chr2	10406149	NA
chr2	10407879	NA
chr2	10407935	NA
chr2	10407959	NA
chr2	10408308	NA
chr2	10408453	NA
chr2	10410361	NA
chr2	10410513	NA
chr2	10410762	NA
chr2	10410764	NA
chr2	10410765	NA
chr2	10411180	NA
chr2	10412684	NA
chr2	10412774	NA
chr2	10418306	NA
chr2	10423475	NA
chr2	10423671	NA
chr2	10423680	NA
chr2	10425949	NA
chr2	10426225	NA
chr2	10426323	NA
chr2	10426651	NA
chr2	10426710	NA
chr2	10426838	NA
chr2	10427073	NA
chr2	10440603	NA
chr2	10440609	NA
chr2	10440621	NA
chr2	10440626	NA
chr2	10442389	NA
chr2	10442466	NA
chr2	10442541	NA
chr2	10442913	NA
chr2	10443005	NA
chr2	10443078	NA
chr2	10443326	NA
chr2	10443338	NA
chr2	10443340	NA
chr2	10443420	NA
chr2	10443662	NA
chr2	10443863	NA
chr2	10444031	NA
chr2	10444112	NA
chr2	10444122	NA
chr2	10444569	NA
chr2	10466911	NA
chr2	10467079	NA
chr2	10468422	NA
chr2	10468497	NA
chr2	10470448	NA
chr2	10470496	NA
chr2	10470537	NA
chr2	10471824	NA
chr2	10472107	NA
chr2	10472123	NA
chr2	10472126	NA
chr2	10472214	NA
chr2	10472215	NA
chr2	10472364	NA
chr2	10472369	NA
chr2	10472577	NA
chr2	10474850	NA
chr2	10474851	NA
chr2	10476264	NA
chr2	10476295	NA
chr2	10476314	NA
chr2	10476453	NA
chr2	10476498	NA
chr2	10476532	NA
chr2	10476651	NA
chr2	10476786	NA
chr2	10482646	NA
chr2	10482650	NA
chr2	10482827	NA
chr2	10482909	NA
chr2	10488094	NA
chr2	10488468	NA
chr2	10488739	NA
chr2	10489290	NA
chr2	10489435	NA
chr2	10489562	NA
chr2	10489582	NA
chr2	10489625	NA
chr2	10489698	NA
chr2	10489761	NA
chr2	10489816	NA
chr2	10501146	NA
chr2	10502443	NA
chr2	10502708	NA
chr2	10502733	NA
chr2	10502869	NA
chr2	10503482	NA
chr2	10503495	NA
chr2	10504082	NA
chr2	10504282	NA
chr2	10504578	NA
chr2	10507096	NA
chr2	10507924	NA
chr2	10507943	NA
chr2	10508040	NA
chr2	10508056	NA
chr2	10508156	NA
chr2	10508442	NA
chr2	10508764	NA
chr2	10508897	NA
chr2	10509084	NA
chr2	10509361	NA
chr2	10510040	NA
chr2	10510716	NA
chr2	10510857	NA
chr2	10510926	NA
chr2	10511173	NA
chr2	10511211	NA
chr2	10511319	NA
chr2	10511323	NA
chr2	10511546	NA
chr2	10511982	NA
chr2	10512580	NA
chr2	10512616	NA
chr2	10512676	NA
chr2	10512730	NA
chr2	10512864	NA
chr2	10513017	NA
chr2	10520993	NA
chr2	10521067	NA
chr2	10521126	NA
chr2	10521172	NA
chr2	10521394	NA
chr2	10521437	NA
chr2	10521719	NA
chr2	10521725	NA
chr2	10521754	NA
chr2	10521894	NA
chr2	10522103	NA
chr2	10529960	NA
chr2	10529961	NA
chr2	10529988	NA
chr2	10533829	NA
chr2	10533846	NA
chr2	10533921	NA
chr2	10535822	NA
chr2	10536486	NA
chr2	10536728	NA
chr2	10536754	NA
chr2	10536775	NA
chr2	10537018	NA
chr2	10537034	NA
chr2	10537123	NA
chr2	10537462	NA
chr2	10537774	NA
chr2	10537779	NA
chr2	10537873	NA
chr2	10537914	NA
chr2	10539239	NA
chr2	10545708	NA
chr2	10546086	NA
chr2	10546236	NA
chr2	10546311	NA
chr2	10547933	NA
chr2	10548037	NA
chr2	10548101	NA
chr2	10548107	NA
chr2	10548215	NA
chr2	10548238	NA
chr2	10548399	NA
chr2	10548527	NA
chr2	10548533	NA
chr2	10548577	NA
chr2	10548607	NA
chr2	10548826	NA
chr2	10548871	NA
chr2	10548986	NA
chr2	10549013	NA
chr2	10549357	NA
chr2	10549436	NA
chr2	10552641	NA
chr2	10555359	NA
chr2	10556956	NA
chr2	10557093	NA
chr2	10557586	NA
chr2	10557764	NA
chr2	10557965	NA
chr2	10557971	NA
chr2	10558060	NA
chr2	10558066	NA
chr2	10558268	NA
chr2	10558390	NA
chr2	10558405	NA
chr2	10558513	NA
chr2	10559313	NA
chr2	10559358	NA
chr2	10559583	NA
chr2	10559675	NA
chr2	10563233	NA
chr2	10563236	NA
chr2	10563297	NA
chr2	10563737	NA
chr2	10563827	NA
chr2	10563913	NA
chr2	10564072	NA
chr2	10564173	NA
chr2	10564355	NA
chr2	10564425	NA
chr2	10564528	NA
chr2	10564874	NA
chr2	10564925	NA
chr2	10565090	NA
chr2	10565252	NA
chr2	10565422	NA
chr2	10565578	NA
chr2	10565872	NA
chr2	10566033	NA
chr2	10566414	NA
chr2	10567082	NA
chr2	10567895	NA
chr2	10567989	NA
chr2	10568005	NA
chr2	10568181	NA
chr2	10568616	NA
chr2	10572562	NA
chr2	10572613	NA
chr2	10572756	NA
chr2	10572762	NA
chr2	10572762	NA
chr2	10572853	NA
chr2	10573008	NA
chr2	10573059	NA
chr2	10573142	NA
chr2	10573198	NA
chr2	10573312	NA
chr2	10574296	NA
chr2	10574643	NA
chr2	10574769	NA
chr2	10575101	NA
chr2	10575196	NA
chr2	10575570	NA
chr2	10575578	NA
chr2	10575604	NA
chr2	10575771	NA
chr2	10575788	NA
chr2	10575810	NA
chr2	10576152	NA
chr2	10576226	NA
chr2	10576242	NA
chr2	10576267	NA
chr2	10576424	NA
chr2	10576427	NA
chr2	10576432	NA
chr2	10576460	NA
chr2	10577191	NA
chr2	10577645	NA
chr2	10577665	NA
chr2	10577685	NA
chr2	10577899	NA
chr2	10578644	NA
chr2	10578970	NA
chr2	10579107	NA
chr2	10579224	NA
chr2	10580967	exonic
chr2	10584593	NA
chr2	10585302	NA
chr2	10585303	NA
chr2	10585311	NA
chr2	10585887	NA
chr2	10586530	NA
chr2	10586660	NA
chr2	10586780	NA
chr2	10586790	NA
chr2	10587169	NA
chr2	10587333	NA
chr2	10587869	NA
chr2	10588138	NA
chr2	10588191	NA
chr2	10588552	NA
chr2	10589284	NA
chr2	10590389	NA
chr2	10591457	NA
chr2	10591628	NA
chr2	10591995	NA
chr2	10592053	NA
chr2	10592103	NA
chr2	10592172	NA
chr2	10592180	NA
chr2	10592444	NA
chr2	10593526	NA
chr2	10593623	NA
chr2	10595215	NA
chr2	10597819	NA
chr2	10598965	NA
chr2	10599493	NA
chr2	10605423	NA
chr2	10605875	NA
chr2	10605995	NA
chr2	10606428	NA
chr2	10607122	NA
chr2	10607427	NA
chr2	10607663	NA
chr2	10607675	NA
chr2	10607697	NA
chr2	20391804	NA
chr2	20391853	NA
chr2	20392228	NA
chr2	20392716	NA
chr2	20392794	NA
chr2	20392802	NA
chr2	20392914	NA
chr2	20395095	NA
chr2	20395160	NA
chr2	20395200	NA
chr2	20395611	NA
chr2	20395711	NA
chr2	20396091	NA
chr2	20396122	NA
chr2	20396240	NA
chr2	20396370	NA
chr2	20396610	NA
chr2	20396706	NA
chr2	20396823	NA
chr2	20397114	NA
chr2	20397552	NA
chr2	20397611	NA
chr2	20398295	NA
chr2	20399054	NA
chr2	20399566	NA
chr2	20399670	NA
chr2	20399764	NA
chr2	20400107	NA
chr2	20400228	NA
chr2	20400269	NA
chr2	20400300	NA
chr2	20400430	NA
chr2	20400556	NA
chr2	20402380	NA
chr2	20403503	NA
chr2	20403889	exonic
chr2	20403949	exonic
chr2	20404249	NA
chr2	20404762	NA
chr2	20404779	NA
chr2	20404903	NA
chr2	20405004	NA
chr2	20405041	NA
chr2	20405078	NA
chr2	20405307	NA
chr2	20405609	NA
chr2	20406003	NA
chr2	20406245	NA
chr2	20406917	NA
chr2	20407205	NA
chr2	20407296	NA
chr2	20407632	NA
chr2	20407951	NA
chr2	20408256	NA
chr2	20408351	NA
chr2	20408360	NA
chr2	20408498	NA
chr2	20409090	NA
chr2	20409322	NA
chr2	20409484	NA
chr2	20409555	NA
chr2	20409593	NA
chr2	20409638	NA
chr2	20409691	NA
chr2	20409759	NA
chr2	20410480	NA
chr2	20411446	NA
chr2	20411453	NA
chr2	20411490	NA
chr2	20411528	NA
chr2	20411861	NA
chr2	20411862	NA
chr2	20412197	NA
chr2	20412227	NA
chr2	20412526	NA
chr2	20412561	NA
chr2	20412686	NA
chr2	20412735	NA
chr2	20412756	NA
chr2	20412830	NA
chr2	20412849	NA
chr2	20413329	NA
chr2	20413454	NA
chr2	20413750	NA
chr2	20414106	NA
chr2	20414258	NA
chr2	20414558	NA
chr2	20414931	NA
chr2	20415158	NA
chr2	20415168	NA
chr2	20415566	NA
chr2	20415651	NA
chr2	20415686	NA
chr2	20415936	NA
chr2	20416027	NA
chr2	20416048	NA
chr2	20417488	NA
chr2	20418107	NA
chr2	20421092	NA
chr2	20421439	NA
chr2	20421786	NA
chr2	20421871	NA
chr2	20421873	NA
chr2	20422485	NA
chr2	20423371	NA
chr2	20423414	NA
chr2	20423429	NA
chr2	20423558	NA
chr2	20423604	NA
chr2	20423764	NA
chr2	20424062	NA
chr2	20424364	NA
chr2	20424448	NA
chr2	20424466	NA
chr2	20424573	exonic
chr2	20424655	NA
chr2	20424892	NA
chr2	20425120	NA
chr2	20425319	NA
chr2	20425495	NA
chr2	20425509	NA
chr2	20425545	NA
chr2	20426090	NA
chr2	20431545	NA
chr2	20431713	NA
chr2	20432320	NA
chr2	20432840	NA
chr2	20436490	NA
chr2	20436555	NA
chr2	20440860	NA
chr2	20440861	NA
chr2	20442270	NA
chr2	20442309	NA
chr2	20442631	NA
chr2	20448521	NA
chr2	20448561	NA
chr2	20449174	NA
chr2	20451445	exonic
chr2	20478782	NA
chr2	20479170	NA
chr2	20479467	NA
chr2	20484389	NA
chr2	20484709	NA
chr2	20484910	NA
chr2	20488968	NA
chr2	20490841	NA
chr2	20490844	NA
chr2	20494189	exonic
chr2	20512515	NA
chr2	20512992	NA
chr2	20518729	NA
chr2	20518881	NA
chr2	20519389	NA
chr2	20525624	NA
chr2	20525740	NA
chr2	20525948	NA
chr2	20526785	NA
chr2	20526794	NA
chr2	20527051	NA
chr2	20527411	NA
chr2	20532787	NA
chr2	20532973	NA
chr2	20534564	NA
chr2	20534634	NA
chr2	20546278	NA
chr2	20547178	NA
chr2	20547243	NA
chr2	20547315	NA
chr2	20547854	NA
chr2	20547855	NA
chr2	20548447	NA
chr2	20548544	NA
chr2	20548557	NA
chr2	20548564	NA
chr2	20549434	NA
chr2	20549872	NA
chr2	20550027	NA
chr2	20550032	NA
chr2	20550089	NA
chr2	20550611	NA
chr2	20550832	NA
chr2	20551409	NA
chr2	20551993	NA
chr2	20552125	NA
chr2	20555080	NA
chr2	20556042	NA
chr2	20562597	NA
chr2	20566562	NA
chr2	20566740	NA
chr2	20570162	NA
chr2	20578805	NA
chr2	20578912	NA
chr2	20579309	NA
chr2	20581303	NA
chr2	20581424	NA
chr2	20582879	NA
chr2	20583181	NA
chr2	20586202	NA
chr2	20591862	NA
chr2	20591863	NA
chr2	20591865	NA
chr2	20591866	NA
chr2	20591871	NA
chr2	20591992	NA
chr2	20595958	NA
chr2	20596173	NA
chr2	20599105	NA
chr2	20601461	NA
chr2	20611042	NA
chr2	20611111	NA
chr2	20611396	NA
chr2	20615482	NA
chr2	20618850	NA
chr2	20618913	NA
chr2	20618921	NA
chr2	20618982	NA
chr2	20621953	NA
chr2	20621993	NA
chr2	20622354	NA
chr2	20622942	NA
chr2	20630851	NA
chr2	20633874	NA
chr2	20634033	NA
chr2	20634352	NA
chr2	20634547	NA
chr2	20635089	NA
chr2	20637333	NA
chr2	20637571	NA
chr2	20637752	NA
chr2	20637753	NA
chr2	20638253	NA
chr2	20638267	NA
chr2	20639033	NA
chr2	20639298	NA
chr2	20642956	NA
chr2	20643199	NA
chr2	20643504	NA
chr2	20643607	NA
chr2	20643848	NA
chr2	20644363	NA
chr2	20644364	NA
chr2	20644384	NA
chr2	20644387	NA
chr2	20644738	NA
chr2	20645456	NA
chr2	20645506	NA
chr2	20645666	NA
chr2	20645915	NA
chr2	20646067	NA
chr2	20646109	NA
chr2	20646632	NA
chr2	20646688	NA
chr2	20646825	NA
chr2	20646872	NA
chr2	20647241	exonic
chr2	20647430	exonic
chr2	20648099	NA
chr2	20648124	NA
chr2	20648211	NA
chr2	20649063	NA
chr2	20649490	NA
chr2	20649527	NA
chr2	20649575	NA
chr2	20649995	NA
chr2	20650578	NA
chr2	20650965	NA
chr2	20651911	NA
chr2	20652408	NA
